group_id,dataset,orig_id,caption_id,caption_text,real_image_path
472,Flickr30k,1248940539,flickr-731,"Three little blond girls, two in blue, one in pink, play on a sunny beach.",data/covers/real/g0472__src-real.png
473,Flickr30k,1027149103,flickr-92,A band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm.,data/covers/real/g0473__src-real.png
474,COCO,000000563964,coco-000000563964,A man throwing a frisbee in front of a sign point in the direction of the toilet.,data/covers/real/g0474__src-real.png
475,COCO,000000286544,coco-000000286544,A man pushing a wheelchair on the street.,data/covers/real/g0475__src-real.png
476,COCO,000000553867,coco-000000553867,A herd of Giraffes and a herd of Zebra's running together across a field.,data/covers/real/g0476__src-real.png
477,Flickr30k,1147391743,flickr-450,A family in an African village sits outside of their home on the ground.,data/covers/real/g0477__src-real.png
478,COCO,000000182245,coco-000000182245,Man sitting at a small table behind a pizza.,data/covers/real/g0478__src-real.png
479,COCO,000000012547,coco-000000012547,Two elderly people are sitting on a city bench.,data/covers/real/g0479__src-real.png
480,COCO,000000265003,coco-000000265003,A dog wearing a hat and sitting in the grass.,data/covers/real/g0480__src-real.png
481,COCO,000000018783,coco-000000018783,A man in white shirt on bicycle with a dog riding in the back.,data/covers/real/g0481__src-real.png
482,COCO,000000209604,coco-000000209604,Shelves are filled with parcels that have red ribbons.,data/covers/real/g0482__src-real.png
483,COCO,000000449981,coco-000000449981,A crowd of people taking pictures of baby elephants,data/covers/real/g0483__src-real.png
484,COCO,000000419856,coco-000000419856,a black bicycle parked near a large branch carrying bananas,data/covers/real/g0484__src-real.png
485,Flickr30k,1191338263,flickr-574,"A woman with an umbrella is sitting at a station, with an Aquos commercial on the wall.",data/covers/real/g0485__src-real.png
486,COCO,000000216841,coco-000000216841,Lots and lots and lots of very colorful ties,data/covers/real/g0486__src-real.png
487,COCO,000000527025,coco-000000527025,People standing outside doorway with ribbon across it.,data/covers/real/g0487__src-real.png
488,Flickr30k,1049955899,flickr-149,"A group of men and women are hiking through a dried up river bed littered with large rocks, which runs between two rocky walls in a dense green forest.",data/covers/real/g0488__src-real.png
489,Flickr30k,1112334131,flickr-333,A kid wearing a Gap hat looks into the camera with a funny face and ice cream cone in his hand while a woman looks on from behind him.,data/covers/real/g0489__src-real.png
490,Flickr30k,1102763701,flickr-302,Young individuals in uniforms are gathering under the flags of several different countries.,data/covers/real/g0490__src-real.png
491,COCO,000000001369,coco-000000001369,A man in a wetsuit with a surfboard standing on a beach.,data/covers/real/g0491__src-real.png
492,Flickr30k,118187095,flickr-540,Twin toddlers dressed alike being pushed in plastic car strollers in a parade,data/covers/real/g0492__src-real.png
493,COCO,000000387431,coco-000000387431,Sidewalk in city with store fronts and clock.,data/covers/real/g0493__src-real.png
494,COCO,000000398362,coco-000000398362,A window with wooden shutters and metal bars across it.,data/covers/real/g0494__src-real.png
495,COCO,000000505099,coco-000000505099,a baseball player is going to swing a bat,data/covers/real/g0495__src-real.png
496,COCO,000000272262,coco-000000272262,A guy in a maroon shirt is holding a tennis racket out to hit a tennis ball.,data/covers/real/g0496__src-real.png
497,Flickr30k,1148095714,flickr-451,A young dark-skinned child in a long blue coat is chasing a ball.,data/covers/real/g0497__src-real.png
498,COCO,000000556616,coco-000000556616,A row of parked cars sitting next to parking meters.,data/covers/real/g0498__src-real.png
499,COCO,000000550529,coco-000000550529,A motorbike sitting in front of a wine display case,data/covers/real/g0499__src-real.png
500,Flickr30k,1082478946,flickr-231,There are workers laying out the tracks for a trolley.,data/covers/real/g0500__src-real.png
